"baseline_version","run_id","layer","prompt_id","variant_id","prompt_text","engine","engine_surface","execution_timestamp","browser_language","observed_country","account_context","memory_context","location_context","location_context_source","observed_locality","search_enabled","ai_surface_present","retrieval_observed","vpi_mentioned","vpi_cited","vpi_recommended","entity_correct","service_correct","absorption_observed","vpi_urls","mention_position","citation_position","response_capture_ref","capture_quality","annotator","qa_status","qa_disagreement","notes"
"zero-v0","Z0-F12-B-GOOGLE","B","F12","B","Which providers help international students set up health insurance before relocating to Spain?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-B-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F12-B-COPILOT","B","F12","B","Which providers help international students set up health insurance before relocating to Spain?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-B-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F12-B-PERPLEXITY","B","F12","B","Which providers help international students set up health insurance before relocating to Spain?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-B-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F12-C-CHATGPT","B","F12","C","Who can arrange Spanish health cover for a student before they move?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-C-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F12-C-GOOGLE","B","F12","C","Who can arrange Spanish health cover for a student before they move?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-C-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F12-C-COPILOT","B","F12","C","Who can arrange Spanish health cover for a student before they move?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-C-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-F12-C-PERPLEXITY","B","F12","C","Who can arrange Spanish health cover for a student before they move?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-C-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C01-A-CHATGPT","A","C01","A","¿Es obligatorio contratar un seguro de vida con una hipoteca en España?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C01-A-GOOGLE","A","C01","A","¿Es obligatorio contratar un seguro de vida con una hipoteca en España?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C01-A-COPILOT","A","C01","A","¿Es obligatorio contratar un seguro de vida con una hipoteca en España?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C01-A-PERPLEXITY","A","C01","A","¿Es obligatorio contratar un seguro de vida con una hipoteca en España?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C01-B-CHATGPT","B","C01","B","¿Tengo que contratar vida al pedir una hipoteca en España?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-B-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C01-B-GOOGLE","B","C01","B","¿Tengo que contratar vida al pedir una hipoteca en España?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-B-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C01-B-COPILOT","B","C01","B","¿Tengo que contratar vida al pedir una hipoteca en España?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-B-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C01-B-PERPLEXITY","B","C01","B","¿Tengo que contratar vida al pedir una hipoteca en España?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-B-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C01-C-CHATGPT","B","C01","C","Seguro de vida e hipoteca en España: ¿es obligatorio?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-C-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C01-C-GOOGLE","B","C01","C","Seguro de vida e hipoteca en España: ¿es obligatorio?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-C-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C01-C-COPILOT","B","C01","C","Seguro de vida e hipoteca en España: ¿es obligatorio?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-C-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C01-C-PERPLEXITY","B","C01","C","Seguro de vida e hipoteca en España: ¿es obligatorio?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-C-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C02-A-CHATGPT","A","C02","A","¿Qué seguro de salud privado conviene a un autónomo en Madrid?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C02-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C02-A-GOOGLE","A","C02","A","¿Qué seguro de salud privado conviene a un autónomo en Madrid?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C02-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C02-A-COPILOT","A","C02","A","¿Qué seguro de salud privado conviene a un autónomo en Madrid?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C02-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C02-A-PERPLEXITY","A","C02","A","¿Qué seguro de salud privado conviene a un autónomo en Madrid?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C02-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C03-A-CHATGPT","A","C03","A","¿Qué cubre un seguro de decesos familiar?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C03-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C03-A-GOOGLE","A","C03","A","¿Qué cubre un seguro de decesos familiar?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C03-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C03-A-COPILOT","A","C03","A","¿Qué cubre un seguro de decesos familiar?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C03-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C03-A-PERPLEXITY","A","C03","A","¿Qué cubre un seguro de decesos familiar?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C03-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C04-A-CHATGPT","A","C04","A","¿Es obligatorio el seguro de responsabilidad civil para perros en Madrid?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C04-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C04-A-GOOGLE","A","C04","A","¿Es obligatorio el seguro de responsabilidad civil para perros en Madrid?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C04-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C04-A-COPILOT","A","C04","A","¿Es obligatorio el seguro de responsabilidad civil para perros en Madrid?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C04-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C04-A-PERPLEXITY","A","C04","A","¿Es obligatorio el seguro de responsabilidad civil para perros en Madrid?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C04-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C05-A-CHATGPT","A","C05","A","Do I need life insurance with a mortgage in Spain?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C05-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C05-A-GOOGLE","A","C05","A","Do I need life insurance with a mortgage in Spain?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C05-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C05-A-COPILOT","A","C05","A","Do I need life insurance with a mortgage in Spain?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C05-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C05-A-PERPLEXITY","A","C05","A","Do I need life insurance with a mortgage in Spain?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C05-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C06-A-CHATGPT","A","C06","A","What should I compare when choosing private health insurance in Spain?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C06-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C06-A-GOOGLE","A","C06","A","What should I compare when choosing private health insurance in Spain?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C06-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C06-A-COPILOT","A","C06","A","What should I compare when choosing private health insurance in Spain?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C06-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-C06-A-PERPLEXITY","A","C06","A","What should I compare when choosing private health insurance in Spain?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C06-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N01-A-CHATGPT","A","N01","A","¿Qué gestoría me puede llevar la contabilidad trimestral de un autónomo?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N01-A-GOOGLE","A","N01","A","¿Qué gestoría me puede llevar la contabilidad trimestral de un autónomo?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N01-A-COPILOT","A","N01","A","¿Qué gestoría me puede llevar la contabilidad trimestral de un autónomo?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N01-A-PERPLEXITY","A","N01","A","¿Qué gestoría me puede llevar la contabilidad trimestral de un autónomo?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N01-B-CHATGPT","B","N01","B","¿Quién puede gestionar los impuestos trimestrales de un autónomo?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-B-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N01-B-GOOGLE","B","N01","B","¿Quién puede gestionar los impuestos trimestrales de un autónomo?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-B-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N01-B-COPILOT","B","N01","B","¿Quién puede gestionar los impuestos trimestrales de un autónomo?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-B-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N01-B-PERPLEXITY","B","N01","B","¿Quién puede gestionar los impuestos trimestrales de un autónomo?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-B-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N01-C-CHATGPT","B","N01","C","Gestoría para la contabilidad de autónomos cada trimestre","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-C-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N01-C-GOOGLE","B","N01","C","Gestoría para la contabilidad de autónomos cada trimestre","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-C-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N01-C-COPILOT","B","N01","C","Gestoría para la contabilidad de autónomos cada trimestre","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-C-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N01-C-PERPLEXITY","B","N01","C","Gestoría para la contabilidad de autónomos cada trimestre","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-C-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N02-A-CHATGPT","A","N02","A","¿Qué abogado de extranjería me recomiendas para recurrir una denegación de visado?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N02-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N02-A-GOOGLE","A","N02","A","¿Qué abogado de extranjería me recomiendas para recurrir una denegación de visado?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N02-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N02-A-COPILOT","A","N02","A","¿Qué abogado de extranjería me recomiendas para recurrir una denegación de visado?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N02-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N02-A-PERPLEXITY","A","N02","A","¿Qué abogado de extranjería me recomiendas para recurrir una denegación de visado?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N02-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N03-A-CHATGPT","A","N03","A","¿Dónde estudiar inglés intensivo en Madrid?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N03-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N03-A-GOOGLE","A","N03","A","¿Dónde estudiar inglés intensivo en Madrid?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N03-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N03-A-COPILOT","A","N03","A","¿Dónde estudiar inglés intensivo en Madrid?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N03-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N03-A-PERPLEXITY","A","N03","A","¿Dónde estudiar inglés intensivo en Madrid?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N03-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N04-A-CHATGPT","A","N04","A","Best mortgage lender in Spain for non-residents","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N04-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N04-A-GOOGLE","A","N04","A","Best mortgage lender in Spain for non-residents","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N04-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N04-A-COPILOT","A","N04","A","Best mortgage lender in Spain for non-residents","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N04-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N04-A-PERPLEXITY","A","N04","A","Best mortgage lender in Spain for non-residents","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N04-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N05-A-CHATGPT","A","N05","A","What is the best car rental company in Madrid?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N05-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N05-A-GOOGLE","A","N05","A","What is the best car rental company in Madrid?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N05-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N05-A-COPILOT","A","N05","A","What is the best car rental company in Madrid?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N05-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N05-A-PERPLEXITY","A","N05","A","What is the best car rental company in Madrid?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N05-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N06-A-CHATGPT","A","N06","A","¿Qué banco ofrece una buena cuenta para estudiantes extranjeros en España?","ChatGPT","ChatGPT","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N06-A-CHATGPT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N06-A-GOOGLE","A","N06","A","¿Qué banco ofrece una buena cuenta para estudiantes extranjeros en España?","Google","Google generative search surface","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N06-A-GOOGLE/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N06-A-COPILOT","A","N06","A","¿Qué banco ofrece una buena cuenta para estudiantes extranjeros en España?","Copilot","Microsoft Copilot","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N06-A-COPILOT/response.txt","pending","pending","pending","pending","pending"
"zero-v0","Z0-N06-A-PERPLEXITY","A","N06","A","¿Qué banco ofrece una buena cuenta para estudiantes extranjeros en España?","Perplexity","Perplexity","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N06-A-PERPLEXITY/response.txt","pending","pending","pending","pending","pending"
